name;image_name;window_size;sigma;dmin;imscale;time;ssd;ssim;ncc
iterative;cloth1;5;5;200;1;1;516.595;0.950226;40.3932
naive;cloth1;7;5;200;1;2;709.672;0.924964;39.1987
iterative;cloth1;7;5;200;1;2;725.166;0.925915;39.2433
naive;cones1;3;5;200;1;0;464.963;0.905532;48.1542
iterative;cones1;3;5;200;1;0;391.678;0.921442;48.5947
naive;cones1;5;5;200;1;1;739.546;0.888818;46.8571
iterative;cones1;5;5;200;1;1;698.834;0.896927;47.0145
naive;cones1;7;5;200;1;1;1079.51;0.846845;44.9962
iterative;cones1;7;5;200;1;1;1055.34;0.853006;45.0937
naive;cones1;11;5;200;1;2;1721.11;0.788014;42.004
iterative;cones1;11;5;200;1;2;1693.79;0.798161;42.1721
naive;flowerpots1;3;5;200;1;0;1146.06;0.923997;51.9343
iterative;flowerpots1;3;5;200;1;0;1346.56;0.92313;52.0475
naive;flowerpots1;5;5;200;1;0;1637.45;0.900797;50.8011
iterative;flowerpots1;5;5;200;1;0;1864.84;0.898034;50.6614
naive;flowerpots1;7;5;200;1;1;2237.24;0.861766;49.0551
iterative;flowerpots1;7;5;200;1;1;2419.01;0.86181;49.0324
naive;flowerpots1;11;5;200;1;1;3118.06;0.818213;46.5763
iterative;flowerpots1;11;5;200;1;1;3205.08;0.81748;46.5969
naive;lampshade1;3;5;200;1;0;1307.43;0.936699;48.8311
iterative;lampshade1;3;5;200;1;0;1378.86;0.941437;48.9929
naive;lampshade1;5;5;200;1;0;1792.87;0.91401;48.0047
iterative;lampshade1;5;5;200;1;0;1880.65;0.914413;48.0118
naive;lampshade1;7;5;200;1;1;2401.17;0.872475;46.9148
iterative;lampshade1;7;5;200;1;1;2483.43;0.875557;46.9432
naive;lampshade1;11;5;200;1;1;3395.04;0.827515;45.2042
iterative;lampshade1;11;5;200;1;1;3481.96;0.828349;45.2258
naive;midd1;3;5;200;1;0;859.904;0.944738;46.783
iterative;midd1;3;5;200;1;0;958.481;0.951395;47.0757
naive;midd1;5;5;200;1;0;1247.54;0.925795;45.4439
iterative;midd1;5;5;200;1;0;1367.72;0.929469;45.4952
naive;midd1;7;5;200;1;1;1743.67;0.89726;43.9347
iterative;midd1;7;5;200;1;1;1800.19;0.901728;43.9747
naive;midd1;11;5;200;1;1;2518.38;0.852615;41.1983
iterative;midd1;11;5;200;1;1;2529.65;0.855993;41.226
naive;monopoly1;3;5;200;1;0;733.715;0.94233;41.105
iterative;monopoly1;3;5;200;1;0;714.395;0.950092;41.3358
naive;monopoly1;5;5;200;1;0;1032.02;0.926146;40.2535
iterative;monopoly1;5;5;200;1;0;1069.75;0.931489;40.294
naive;monopoly1;7;5;200;1;0;1489.43;0.891482;39.0789
iterative;monopoly1;7;5;200;1;0;1550.3;0.895574;39.0988
naive;monopoly1;11;5;200;1;1;2287.63;0.845431;37.0935
iterative;monopoly1;11;5;200;1;1;2335.67;0.849286;37.1281
naive;plastic1;3;5;200;1;0;1058.03;0.95605;38.7134
iterative;plastic1;3;5;200;1;0;1047.44;0.962467;38.9008
naive;plastic1;5;5;200;1;0;1332.15;0.936526;37.9261
iterative;plastic1;5;5;200;1;0;1362.62;0.940114;38.0001
naive;plastic1;7;5;200;1;1;1738.73;0.909331;37.0427
iterative;plastic1;7;5;200;1;1;1760.54;0.912163;37.1076
naive;plastic1;11;5;200;1;1;2886.26;0.86253;35.6018
iterative;plastic1;11;5;200;1;1;2941.68;0.864446;35.6532
naive;rocks1;3;5;200;1;1;740.199;0.949046;29.2198
iterative;rocks1;3;5;200;1;1;750.554;0.952515;29.5978
naive;rocks1;5;5;200;1;0;1062.9;0.934887;28.6335
iterative;rocks1;5;5;200;1;0;1050.74;0.936544;28.7598
naive;rocks1;7;5;200;1;1;1348.81;0.911309;27.5305
iterative;rocks1;7;5;200;1;1;1316.42;0.912958;27.6378
naive;rocks1;11;5;200;1;3;1840.29;0.875953;25.9046
iterative;rocks1;11;5;200;1;3;1798.79;0.878885;26.0743
naive;wood1;3;5;200;1;0;563.153;0.953966;36.5262
iterative;wood1;3;5;200;1;0;526.335;0.95896;36.749
naive;wood1;5;5;200;1;0;958.395;0.934659;34.828
iterative;wood1;5;5;200;1;0;939.051;0.936951;34.767
naive;wood1;7;5;200;1;1;1356.31;0.907658;32.8393
iterative;wood1;7;5;200;1;1;1338.57;0.91109;32.8085
naive;wood1;11;5;200;1;1;2181.33;0.864062;29.3969
iterative;wood1;11;5;200;1;1;2169.05;0.866298;29.3378
naive;aloe1;5;3;200;1;0;546.037;0.916486;27.497
iterative;aloe1;5;3;200;1;0;563.807;0.915902;27.4573
naive;aloe1;5;5;200;1;0;553.775;0.913199;27.4114
iterative;aloe1;5;5;200;1;0;575.929;0.912145;27.365
naive;aloe1;5;7;200;1;1;557.362;0.911482;27.3756
iterative;aloe1;5;7;200;1;1;578.562;0.910332;27.327
naive;aloe1;5;11;200;1;0;561.001;0.910088;27.3383
iterative;aloe1;5;11;200;1;0;582.011;0.908835;27.2963
naive;art1;5;3;200;1;2;370.517;0.941276;41.4938
iterative;art1;5;3;200;1;2;407.722;0.94687;41.6488
naive;art1;5;5;200;1;3;380.546;0.939772;41.4825
iterative;art1;5;5;200;1;3;415.526;0.944286;41.6062
naive;art1;5;7;200;1;3;381.583;0.938957;41.4816
iterative;art1;5;7;200;1;3;417.749;0.942987;41.5812
naive;art1;5;11;200;1;3;383.577;0.93777;41.4961
iterative;art1;5;11;200;1;3;419.929;0.941339;41.5564
naive;baby1;5;3;200;1;0;672.362;0.945592;31.0903
iterative;baby1;5;3;200;1;0;680.861;0.94797;31.157
naive;baby1;5;5;200;1;1;669.781;0.945365;31.0944
iterative;baby1;5;5;200;1;1;680.262;0.947303;31.1223
naive;baby1;5;7;200;1;1;667.921;0.945137;31.0878
iterative;baby1;5;7;200;1;1;679.286;0.946926;31.1166
naive;baby1;5;11;200;1;0;669.632;0.944452;31.0799
iterative;baby1;5;11;200;1;0;680.909;0.946152;31.1305
naive;cloth1;5;3;200;1;0;493.398;0.949436;40.318
iterative;cloth1;5;3;200;1;0;515.415;0.951107;40.4122
naive;cloth1;5;5;200;1;0;498.641;0.94905;40.3091
iterative;cloth1;5;5;200;1;0;516.595;0.950226;40.3932
naive;cloth1;5;7;200;1;1;502.227;0.948808;40.3044
iterative;cloth1;5;7;200;1;1;517.209;0.949817;40.3788
naive;cloth1;5;11;200;1;1;505.886;0.948492;40.2897
iterative;cloth1;5;11;200;1;1;517.315;0.949412;40.3731
naive;cones1;5;3;200;1;1;733.902;0.890954;46.9152
iterative;cones1;5;3;200;1;1;695.656;0.901072;47.08
naive;cones1;5;5;200;1;0;739.546;0.888818;46.857
iterative;cones1;5;5;200;1;0;698.834;0.896927;47.0145
naive;cones1;5;7;200;1;0;745.528;0.887139;46.8302
iterative;cones1;5;7;200;1;0;699.443;0.894408;46.9784
naive;cones1;5;11;200;1;1;747.327;0.885347;46.8207
iterative;cones1;5;11;200;1;1;704.552;0.892156;46.9568
naive;flowerpots1;5;3;200;1;0;1572.77;0.90637;50.9231
iterative;flowerpots1;5;3;200;1;0;1823.05;0.903035;50.8274
naive;flowerpots1;5;5;200;1;0;1646.71;0.900761;50.8018
iterative;flowerpots1;5;5;200;1;0;1864.84;0.898034;50.6614
naive;flowerpots1;5;7;200;1;0;1664.32;0.897317;50.6986
iterative;flowerpots1;5;7;200;1;0;1856.56;0.894983;50.5613
naive;flowerpots1;5;11;200;1;0;1696.01;0.894194;50.6097
iterative;flowerpots1;5;11;200;1;0;1864.64;0.892223;50.4616
naive;lampshade1;5;3;200;1;0;1833.93;0.917332;48.0678
iterative;lampshade1;5;3;200;1;0;1925.38;0.918461;48.0887
naive;lampshade1;5;5;200;1;1;1799.44;0.91402;48.0026
iterative;lampshade1;5;5;200;1;1;1880.65;0.914413;48.0118
naive;lampshade1;5;7;200;1;0;1817.55;0.911992;47.9686
iterative;lampshade1;5;7;200;1;0;1898.43;0.912259;47.9865
naive;lampshade1;5;11;200;1;0;1812.07;0.909732;47.9862
iterative;lampshade1;5;11;200;1;0;1905.14;0.910045;47.9882
naive;midd1;5;3;200;1;0;1229.88;0.926784;45.5035
iterative;midd1;5;3;200;1;0;1355.51;0.931419;45.5738
naive;midd1;5;5;200;1;0;1246.63;0.926702;45.4649
iterative;midd1;5;5;200;1;0;1367.72;0.929469;45.4952
naive;midd1;5;7;200;1;0;1241.87;0.924433;45.446
iterative;midd1;5;7;200;1;0;1366.58;0.928072;45.4707
naive;midd1;5;11;200;1;1;1242.04;0.922467;45.4126
iterative;midd1;5;11;200;1;1;1358.07;0.926577;45.5002
naive;monopoly1;5;3;200;1;0;1114.49;0.927372;40.3123
iterative;monopoly1;5;3;200;1;0;1128.98;0.933909;40.3961
naive;monopoly1;5;5;200;1;0;1030.62;0.926549;40.2586
iterative;monopoly1;5;5;200;1;0;1069.75;0.931489;40.294
naive;monopoly1;5;7;200;1;0;1052.5;0.924612;40.1956
iterative;monopoly1;5;7;200;1;0;1064.95;0.930098;40.2484
naive;monopoly1;5;11;200;1;0;1092.33;0.922685;40.2088
iterative;monopoly1;5;11;200;1;0;1107.61;0.92816;40.2772
naive;plastic1;5;3;200;1;0;1608.95;0.936264;37.9404
iterative;plastic1;5;3;200;1;0;1629.91;0.941356;38.0298
naive;plastic1;5;5;200;1;0;1326;0.936911;37.9341
iterative;plastic1;5;5;200;1;0;1362.62;0.940114;38.0001
naive;plastic1;5;7;200;1;0;1329.88;0.935532;37.8864
iterative;plastic1;5;7;200;1;0;1371.72;0.939139;37.9686
naive;plastic1;5;11;200;1;1;1344.41;0.934053;37.8847
iterative;plastic1;5;11;200;1;1;1360.21;0.937767;37.9801
naive;rocks1;5;3;200;1;0;1052.27;0.936624;28.728
iterative;rocks1;5;3;200;1;0;1038.75;0.938945;28.8678
naive;rocks1;5;5;200;1;0;1062.9;0.934887;28.6335
iterative;rocks1;5;5;200;1;0;1050.74;0.936544;28.7598
naive;rocks1;5;7;200;1;0;1068.72;0.933989;28.5812
iterative;rocks1;5;7;200;1;0;1056.8;0.935396;28.703
naive;rocks1;5;11;200;1;1;1074.07;0.933038;28.5518
iterative;rocks1;5;11;200;1;1;1057.75;0.934289;28.6636
naive;wood1;5;3;200;1;0;955.484;0.935162;34.8045
iterative;wood1;5;3;200;1;0;935.762;0.938993;34.8329
naive;wood1;5;5;200;1;0;958.448;0.934636;34.8273
iterative;wood1;5;5;200;1;0;939.051;0.936951;34.767
naive;wood1;5;7;200;1;1;959.056;0.93283;34.7693
iterative;wood1;5;7;200;1;1;935.509;0.93572;34.7262
naive;wood1;5;11;200;1;1;962.351;0.93159;34.7305
iterative;wood1;5;11;200;1;1;940.716;0.934553;34.7201
naive;adirondack_im1;5;3;200;1;10;5309.92;0.959942;11.2365
iterative;adirondack_im1;5;3;200;1;10;5516.61;0.962243;11.5065
naive;adirondack_im1;5;5;200;1;9;5528.83;0.959781;11.1702
iterative;adirondack_im1;5;5;200;1;9;5720.11;0.961702;11.3648
naive;adirondack_im1;5;7;200;1;8;1497.78;0.961584;11.1467
iterative;adirondack_im1;5;7;200;1;8;1743.24;0.963381;11.3162
naive;adirondack_im1;5;11;200;1;8;9593.39;0.958836;11.1235
iterative;adirondack_im1;5;11;200;1;8;9782.24;0.960598;11.2768
naive;adirondack_im1;5;3;200;1;8;5309.95;0.959942;11.2365
iterative;adirondack_im1;5;3;200;1;8;5516.61;0.962243;11.5065
naive;adirondack_im1;5;5;200;1;9;5528.92;0.959783;11.1703
iterative;adirondack_im1;5;5;200;1;9;5720.11;0.961702;11.3648
naive;adirondack_im1;5;3;200;1;8;5309.94;0.959942;11.2365
iterative;adirondack_im1;5;3;200;1;8;5516.61;0.962243;11.5065
naive;adirondack_im1;5;5;200;1;8;5528.91;0.959783;11.1703
iterative;adirondack_im1;5;5;200;1;8;5720.11;0.961702;11.3648
naive;adirondack_im1;5;7;200;1;7;1497.87;0.961585;11.1467
iterative;adirondack_im1;5;7;200;1;7;1743.24;0.963381;11.3162
naive;adirondack_im1;5;11;200;1;7;9593.49;0.958838;11.1236
iterative;adirondack_im1;5;11;200;1;7;9782.24;0.960598;11.2768
naive;backpack_im1;5;3;200;1;10;8090.93;0.880066;21.7039
iterative;backpack_im1;5;3;200;1;10;9064.95;0.887517;22.5931
naive;backpack_im1;5;5;200;1;9;9220.09;0.878451;21.6021
iterative;backpack_im1;5;5;200;1;9;10126.1;0.884268;22.2885
naive;backpack_im1;5;7;200;1;11;4985.1;0.879625;21.5568
iterative;backpack_im1;5;7;200;1;11;6124.29;0.88493;22.1738
naive;backpack_im1;5;11;200;1;8;10760.8;0.877089;21.5091
iterative;backpack_im1;5;11;200;1;8;11691.3;0.882089;22.0853
naive;bicycle_im1;5;3;200;1;9;4898.24;0.922278;31.6561
iterative;bicycle_im1;5;3;200;1;9;5086.87;0.92702;32.5543
naive;bicycle_im1;5;5;200;1;9;5365.99;0.920625;31.5226
iterative;bicycle_im1;5;5;200;1;9;5540.38;0.924215;32.2342
naive;bicycle_im1;5;7;200;1;8;1376.53;0.921269;31.4389
iterative;bicycle_im1;5;7;200;1;8;1600.18;0.92443;32.0886
naive;bicycle_im1;5;11;200;1;10;10263.2;0.918518;31.3241
iterative;bicycle_im1;5;11;200;1;10;10437.3;0.921466;31.941
naive;cable_im1;5;3;200;1;7;4937.6;0.92071;38.6516
iterative;cable_im1;5;3;200;1;7;5047.75;0.924288;39.3509
naive;cable_im1;5;5;200;1;7;4132.13;0.920035;38.6179
iterative;cable_im1;5;5;200;1;7;4237.83;0.923105;39.2113
naive;cable_im1;5;7;200;1;7;787.167;0.921539;38.6045
iterative;cable_im1;5;7;200;1;7;916.25;0.924368;39.1722
naive;cable_im1;5;11;200;1;9;10699.9;0.918861;38.5624
iterative;cable_im1;5;11;200;1;9;10789.7;0.92164;39.1051
naive;classroom_im1;5;3;200;1;9;5473.72;0.963703;20.6122
iterative;classroom_im1;5;3;200;1;9;5696.17;0.965568;21.0645
naive;classroom_im1;5;5;200;1;10;5784.59;0.96332;20.5638
iterative;classroom_im1;5;5;200;1;10;5993.94;0.964997;20.9269
naive;classroom_im1;5;7;200;1;11;1957.29;0.965278;20.5462
iterative;classroom_im1;5;7;200;1;11;2215.53;0.966815;20.8709
naive;classroom_im1;5;11;200;1;10;9656.44;0.962299;20.5154
iterative;classroom_im1;5;11;200;1;10;9858.74;0.96378;20.81
naive;mask_im1;5;3;200;1;9;6626.31;0.89933;58.5774
iterative;mask_im1;5;3;200;1;9;7285.33;0.904908;59.5326
naive;mask_im1;5;5;200;1;10;6239.13;0.897823;58.4894
iterative;mask_im1;5;5;200;1;10;6880.98;0.902245;59.3316
naive;mask_im1;5;7;200;1;10;3489.34;0.898409;58.4335
iterative;mask_im1;5;7;200;1;10;4271.13;0.902366;59.2492
naive;mask_im1;5;11;200;1;9;11474.8;0.895913;58.4378
iterative;mask_im1;5;11;200;1;9;12111.5;0.899642;59.1499
naive;backpack_im1;3;5;200;1;4;12087.4;0.904463;22.1735
iterative;backpack_im1;3;5;200;1;4;13345.5;0.913094;24.3801
naive;backpack_im1;5;5;200;1;9;9220.06;0.87845;21.6021
iterative;backpack_im1;5;5;200;1;9;10126.1;0.884268;22.2885
naive;backpack_im1;7;5;200;1;18;10057.2;0.838828;18.4106
iterative;backpack_im1;7;5;200;1;18;10823.3;0.84296;18.7227
naive;backpack_im1;11;5;200;1;45;13005.2;0.788904;15.3662
iterative;backpack_im1;11;5;200;1;45;13368.3;0.793022;15.7229
naive;bicycle_im1;3;5;200;1;3;14037.5;0.936649;32.0257
iterative;bicycle_im1;3;5;200;1;3;14253.8;0.940653;33.9083
naive;bicycle_im1;5;5;200;1;10;5365.98;0.920625;31.5226
iterative;bicycle_im1;5;5;200;1;10;5540.38;0.924215;32.2342
naive;bicycle_im1;7;5;200;1;19;5920.48;0.893088;28.7525
iterative;bicycle_im1;7;5;200;1;19;6089.45;0.895858;29.1321
naive;bicycle_im1;11;5;200;1;45;7583.82;0.855526;25.5767
iterative;bicycle_im1;11;5;200;1;45;7686.43;0.859162;25.9737
naive;baby1;3;5;200;1;0;407.469;0.960465;31.4003
iterative;baby1;3;5;200;1;0;397.666;0.964721;31.5019
naive;baby1;5;5;200;1;0;669.781;0.945365;31.0944
iterative;baby1;5;5;200;1;0;680.262;0.947303;31.1223
naive;baby1;7;5;200;1;2;957.274;0.921734;30.6233
iterative;baby1;7;5;200;1;2;955.705;0.923202;30.647
naive;baby1;11;5;200;1;5;1522.25;0.8864;29.8952
iterative;baby1;11;5;200;1;5;1510.46;0.888815;29.9276
naive;baby1;3;5;200;1;0;407.469;0.960465;31.4003
iterative;baby1;3;5;200;1;0;397.666;0.964721;31.5019
naive;baby1;5;5;200;1;1;669.781;0.945365;31.0944
iterative;baby1;5;5;200;1;1;680.262;0.947303;31.1223
naive;baby1;7;5;200;1;2;957.274;0.921734;30.6233
iterative;baby1;7;5;200;1;2;955.705;0.923202;30.647
naive;baby1;11;5;200;1;3;1522.25;0.8864;29.8952
iterative;baby1;11;5;200;1;3;1510.46;0.888815;29.9276
naive;cloth1;3;5;200;1;0;292.109;0.96382;41.146
iterative;cloth1;3;5;200;1;0;320.851;0.967059;41.3498
naive;cloth1;5;5;200;1;1;498.641;0.94905;40.3091
iterative;cloth1;5;5;200;1;1;516.595;0.950226;40.3932
naive;cloth1;7;5;200;1;2;709.672;0.924964;39.1987
iterative;cloth1;7;5;200;1;2;725.166;0.925915;39.2433
naive;cloth1;11;5;200;1;4;1080.76;0.888463;37.3975
iterative;cloth1;11;5;200;1;4;1087.28;0.890606;37.5201
naive;cones1;3;5;200;1;0;464.963;0.905527;48.1539
iterative;cones1;3;5;200;1;0;391.678;0.921442;48.5947
naive;cones1;5;5;200;1;0;739.546;0.888818;46.857
iterative;cones1;5;5;200;1;0;698.834;0.896927;47.0145
naive;cones1;7;5;200;1;1;1079.51;0.846844;44.9962
iterative;cones1;7;5;200;1;1;1055.34;0.853006;45.0937
naive;cones1;11;5;200;1;2;1721.11;0.788014;42.004
iterative;cones1;11;5;200;1;2;1693.79;0.798161;42.1721
naive;flowerpots1;3;5;200;1;0;1149.31;0.923994;51.9357
iterative;flowerpots1;3;5;200;1;0;1346.56;0.92313;52.0475
naive;flowerpots1;5;5;200;1;1;1642.16;0.900766;50.8005
iterative;flowerpots1;5;5;200;1;1;1864.84;0.898034;50.6614
naive;flowerpots1;7;5;200;1;1;2242.2;0.86177;49.0546
iterative;flowerpots1;7;5;200;1;1;2419.01;0.86181;49.0324
naive;flowerpots1;11;5;200;1;2;3119.08;0.818225;46.576
iterative;flowerpots1;11;5;200;1;2;3205.08;0.81748;46.5969
naive;lampshade1;3;5;200;1;0;1309.15;0.936642;48.8217
iterative;lampshade1;3;5;200;1;0;1378.86;0.941437;48.9929
naive;lampshade1;5;5;200;1;1;1800.08;0.914013;48.003
iterative;lampshade1;5;5;200;1;1;1880.65;0.914413;48.0118
naive;lampshade1;7;5;200;1;0;2410.45;0.872465;46.9129
iterative;lampshade1;7;5;200;1;0;2483.43;0.875557;46.9432
naive;lampshade1;11;5;200;1;2;3387.39;0.827515;45.2038
iterative;lampshade1;11;5;200;1;2;3481.96;0.828349;45.2258
naive;midd1;3;5;200;1;0;858.867;0.944728;46.7992
iterative;midd1;3;5;200;1;0;958.481;0.951395;47.0757
naive;midd1;5;5;200;1;1;1246.67;0.926677;45.4637
iterative;midd1;5;5;200;1;1;1367.72;0.929469;45.4952
naive;midd1;7;5;200;1;1;1743.88;0.897209;43.932
iterative;midd1;7;5;200;1;1;1800.19;0.901728;43.9747
naive;midd1;11;5;200;1;1;2518.54;0.852525;41.1894
iterative;midd1;11;5;200;1;1;2529.65;0.855993;41.226
naive;monopoly1;3;5;200;1;0;734.756;0.942269;41.0893
iterative;monopoly1;3;5;200;1;0;714.395;0.950092;41.3358
naive;monopoly1;5;5;200;1;0;1032.04;0.926129;40.2505
iterative;monopoly1;5;5;200;1;0;1069.75;0.931489;40.294
naive;monopoly1;7;5;200;1;0;1489.48;0.891449;39.0796
iterative;monopoly1;7;5;200;1;0;1550.3;0.895574;39.0988
naive;monopoly1;11;5;200;1;1;2287.65;0.845418;37.0918
iterative;monopoly1;11;5;200;1;1;2335.67;0.849286;37.1281
naive;plastic1;3;5;200;1;0;1057.87;0.956008;38.7139
iterative;plastic1;3;5;200;1;0;1047.44;0.962467;38.9008
naive;plastic1;5;5;200;1;1;1334.38;0.93649;37.925
iterative;plastic1;5;5;200;1;1;1362.62;0.940114;38.0001
naive;plastic1;7;5;200;1;1;1750.74;0.909292;37.0441
iterative;plastic1;7;5;200;1;1;1760.54;0.912163;37.1076
naive;plastic1;11;5;200;1;2;2885.68;0.862525;35.6018
iterative;plastic1;11;5;200;1;2;2941.68;0.864446;35.6532
naive;rocks1;3;5;200;1;0;740.199;0.949046;29.2198
iterative;rocks1;3;5;200;1;0;750.554;0.952515;29.5978
naive;rocks1;5;5;200;1;1;1062.9;0.934887;28.6335
iterative;rocks1;5;5;200;1;1;1050.74;0.936544;28.7598
naive;rocks1;7;5;200;1;1;1348.81;0.911309;27.5305
iterative;rocks1;7;5;200;1;1;1316.42;0.912958;27.6378
naive;rocks1;11;5;200;1;4;1840.29;0.875953;25.9046
iterative;rocks1;11;5;200;1;4;1798.79;0.878885;26.0743
naive;wood1;3;5;200;1;0;562.759;0.953912;36.524
iterative;wood1;3;5;200;1;0;526.335;0.95896;36.749
naive;wood1;5;5;200;1;1;958.472;0.934639;34.8275
iterative;wood1;5;5;200;1;1;939.051;0.936951;34.767
naive;wood1;7;5;200;1;0;1356.43;0.90762;32.8372
iterative;wood1;7;5;200;1;0;1338.57;0.91109;32.8085
naive;wood1;11;5;200;1;2;2181.35;0.864051;29.3962
iterative;wood1;11;5;200;1;2;2169.05;0.866298;29.3378
naive;aloe1;5;3;3;200;1;0;546.037;0.916486;27.497
naive;aloe1;5;3;3;200;1;0;546.037;0.916486;27.497
iterative;aloe1;5;3;3;200;1;0;563.807;0.915902;27.4573
iterative;aloe1;5;3;3;200;1;0;563.807;0.915902;27.4573
naive;aloe1;5;5;5;200;1;1;553.775;0.913199;27.4114
naive;aloe1;5;5;5;200;1;1;553.775;0.913199;27.4114
iterative;aloe1;5;5;5;200;1;1;575.929;0.912145;27.365
iterative;aloe1;5;5;5;200;1;1;575.929;0.912145;27.365
naive;aloe1;5;7;7;200;1;0;557.362;0.911482;27.3756
naive;aloe1;5;7;7;200;1;0;557.362;0.911482;27.3756
iterative;aloe1;5;7;7;200;1;0;578.562;0.910332;27.327
iterative;aloe1;5;7;7;200;1;0;578.562;0.910332;27.327
naive;aloe1;5;11;11;200;1;1;561.001;0.910088;27.3383
naive;aloe1;5;11;11;200;1;1;561.001;0.910088;27.3383
iterative;aloe1;5;11;11;200;1;1;582.011;0.908835;27.2963
iterative;aloe1;5;11;11;200;1;1;582.011;0.908835;27.2963
naive;aloe1;5;3;3;200;1;1;546.037;0.916486;27.497
naive;aloe1;5;3;3;200;1;1;546.037;0.916486;27.497
iterative;aloe1;5;3;3;200;1;1;563.807;0.915902;27.4573
iterative;aloe1;5;3;3;200;1;1;563.807;0.915902;27.4573
naive;aloe1;5;5;5;200;1;1;553.775;0.913199;27.4114
naive;aloe1;5;5;5;200;1;1;553.775;0.913199;27.4114
iterative;aloe1;5;5;5;200;1;1;575.929;0.912145;27.365
iterative;aloe1;5;5;5;200;1;1;575.929;0.912145;27.365
naive;aloe1;5;7;7;200;1;0;557.362;0.911482;27.3756
naive;aloe1;5;7;7;200;1;0;557.362;0.911482;27.3756
iterative;aloe1;5;7;7;200;1;0;578.562;0.910332;27.327
iterative;aloe1;5;7;7;200;1;0;578.562;0.910332;27.327
naive;aloe1;5;11;11;200;1;0;561.001;0.910088;27.3383
naive;aloe1;5;11;11;200;1;0;561.001;0.910088;27.3383
iterative;aloe1;5;11;11;200;1;0;582.011;0.908835;27.2963
iterative;aloe1;5;11;11;200;1;0;582.011;0.908835;27.2963
naive;aloe1;3;5;200;1;0;349.157;0.931911;28.1708
iterative;aloe1;3;5;200;1;0;372.185;0.935097;28.288
naive;aloe1;5;5;200;1;0;553.775;0.913199;27.4114
iterative;aloe1;5;5;200;1;0;575.929;0.912145;27.365
naive;aloe1;7;5;200;1;1;791.435;0.880474;26.2695
iterative;aloe1;7;5;200;1;1;806.487;0.882372;26.2849
naive;aloe1;11;5;200;1;2;1254.48;0.838594;24.5478
iterative;aloe1;11;5;200;1;2;1256.61;0.841407;24.6022
naive;aloe1;5;3;3;200;1;1;546.037;0.916486;27.497
naive;aloe1;5;3;3;200;1;1;546.037;0.916486;27.497
iterative;aloe1;5;3;3;200;1;1;563.807;0.915902;27.4573
iterative;aloe1;5;3;3;200;1;1;563.807;0.915902;27.4573
naive;aloe1;5;5;5;200;1;1;553.775;0.913199;27.4114
naive;aloe1;5;5;5;200;1;1;553.775;0.913199;27.4114
iterative;aloe1;5;5;5;200;1;1;575.929;0.912145;27.365
iterative;aloe1;5;5;5;200;1;1;575.929;0.912145;27.365
naive;aloe1;5;7;7;200;1;0;557.362;0.911482;27.3756
naive;aloe1;5;7;7;200;1;0;557.362;0.911482;27.3756
iterative;aloe1;5;7;7;200;1;0;578.562;0.910332;27.327
iterative;aloe1;5;7;7;200;1;0;578.562;0.910332;27.327
naive;aloe1;5;11;11;200;1;0;561.001;0.910088;27.3383
naive;aloe1;5;11;11;200;1;0;561.001;0.910088;27.3383
iterative;aloe1;5;11;11;200;1;0;582.011;0.908835;27.2963
iterative;aloe1;5;11;11;200;1;0;582.011;0.908835;27.2963
naive;baby1;3;5;200;1;0;407.469;0.960465;31.4003
iterative;baby1;3;5;200;1;0;397.666;0.964721;31.5019
naive;baby1;5;5;200;1;0;669.781;0.945365;31.0944
iterative;baby1;5;5;200;1;0;680.262;0.947303;31.1223
naive;baby1;7;5;200;1;1;957.274;0.921734;30.6233
iterative;baby1;7;5;200;1;1;955.705;0.923202;30.647
naive;baby1;11;5;200;1;3;1522.25;0.8864;29.8952
iterative;baby1;11;5;200;1;3;1510.46;0.888815;29.9276
